Bevölkerung,Bildung und Wissenschaft,"Geographie, Geologie und Geobasisdaten",Gesetze und Justiz,Gesundheit,"Infrastruktur, Bauen und Wohnen","Kultur, Freizeit, Sport, Tourismus",Politik und Wahlen,Soziales,Transport und Verkehr,Umwelt und Klima,Verbraucherschutz,"Öffentliche Verwaltung, Haushalt und Steuern",Wirtschaft und Arbeit,Sonstiges,Noch nicht kategorisiert,Dateibezeichnung,URL,Lizenz,Format,Quelle
,,,,,x,,,,,,,,,,,Bebauungspläne - Rasterpläne  - Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=7fb2483d-aeb8-4812-bd1d-3a5635bea6e0,nicht bekannt,,d
,,,,,x,,,,,,,,,,,Sanierungsgebiete Landkreis Diepholz 2012,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=f9a0da78-b23a-4eea-996c-01c97fe47041,nicht bekannt,,d
,,,,,,,,,,x,,,,,,Überschwemmungsgebiete (gesetzlich festgesetzt) DGK5 Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=ba3ace60-4d2e-4694-47f7-326b01ab62185,nicht bekannt,,d
,,,,,,,,,,x,,,,,,Brachflächen Stuhr Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=a80bb06b-8fd7-450c-936a-63ed36319915,nicht bekannt,,d
,,x,,,,,,,,,,,,,,Topographische Karte 1:100.000 Grau Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=90576427-0164-411c-a88f-3c2c5c54087c,nicht bekannt,,d
,,,,,,,,,x,,,,,,,Straßennetz  Samtgemeinde Barnstorf,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=4be07b1e-e752-4eb9-931f-f1e41a83f9ea,nicht bekannt,,d
,,,,,,,,x,,,,,,,,Kindergärten Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=ba3ace60-4d2e-4694-47f7-326b01ab6236,nicht bekannt,,d
,,,,,,,,,,x,,,,,,Verdachtsflächen Stadt Twistringen Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=ba3ace60-4d2e-4694-47f7-326b01ab62182,nicht bekannt,,d
,,,,,,,,,,,,x,,,,Gemarkungsgrenzen Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=ba3ace60-4d2e-4694-47f7-326b01ab62107,nicht bekannt,,d
,,,,,x,,,,,,,,,,,OFE-Gebühren (Flächenermittlung) Samtgemeinde Bruchhausen-Vilsen,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=8ad87ed4-29bc-480b-86a3-24f7c8865f0b,nicht bekannt,,d
,,,,,,,,,,x,,,,,,Altlastenverdachtsflächen (Anlagen) Sulingen nach Bergrecht Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=0f224aa0-614b-4491-aa89-e7555df1f911,nicht bekannt,,d
,,x,,,,,,,,,,,,,, Geobasisdaten Gemeinde Stuhr,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=ce2c763f-a0ba-48f5-bdbe-a2a0b4bfafc6,nicht bekannt,,d
,,,,,,,,,x,,,,,,,Strassenbrücken punktförmig Niedersachsen,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=82eb59c2-7acb-4455-96f5-b33595d9e8f2,nicht bekannt,,d
,,x,,,,,,,,,,,,,,AK5 Blattschnitt Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=650b273e-31db-4242-a41d-b23bbd13149d,nicht bekannt,,d
,,,,,,,,x,,,,,,,,Sozialräume Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=ba3ace60-4d2e-4694-47f7-326b01ab6239,nicht bekannt,,d
,,,,,x,,,,,,,,,,,Kanalkataster Gemeinde Stuhr,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=58688c21-cfeb-4260-8c56-7080d9c40769,nicht bekannt,,d
,,,,,,,,,x,,,,,,,Kreisstraßen Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=a0a09e06-ce2f-40a8-9fa2-d7aa57be2fda,nicht bekannt,,d
,,,,,,,,,,x,,,,,,Verdachtsflächen Gemeinde Weyhe Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=ba3ace60-4d2e-4694-47f7-326b01ab62203,nicht bekannt,,d
,,x,,,,,,,,,,,,,,DTK25 Gitternetz Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=53df0755-5735-4579-94b8-b8d5ede790fa,nicht bekannt,,d
,,,,,,,,x,,,,,,,,Jugendtreffs Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=ba3ace60-4d2e-4694-47f7-326b01ab6235,nicht bekannt,,d
,,x,,,,,,,,,,,,,,DTK50 Gitternetz Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=436729b0-a6f0-4460-8140-bd3aff737899,nicht bekannt,,d
,,,,,,x,,,,,,,,,,Reitvereine und weitere gewerbliche Betriebe zum Thema Reiten Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=ba3ace60-4d2e-4694-47f7-326b01ab6218,nicht bekannt,,d
,,,,,,,,,,x,,,,,,Weyhe Altstandorte Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=cde7dc10-46e0-437f-aa98-c9529f234ddb,nicht bekannt,,d
,,,,,,,,,,,,x,,,,Kreisgrenzen Reg.-Bez. Weser-Ems,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=ba3ace60-4d2e-4694-47f7-326b01ab6272,nicht bekannt,,d
,,,,,,,,,,x,,,,,,Bohmte Landschaftschutzgebiete Landkreis Osnabrück,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=beb8b0e8-12b3-490b-b204-8d452489b583,nicht bekannt,,d
,,,,,,,,,,x,,,,,,Versorgungsgebiet  Melchiorshausen Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=ba3ace60-4d2e-4694-47f7-326b01ab62192,nicht bekannt,,d
,,,,,,,,,x,,,,,,,Eisenbahnbrücken linienförmig Niedersachsen,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=c3ed9101-6ac9-4bc3-ba0a-cb592d145cab,nicht bekannt,,d
,,,,,x,,,,,,,,,,,Bebauungspläne Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=166b16f9-1004-493d-8fd3-25646e56ff5c,nicht bekannt,,d
,,,,,x,,,,,,,,,,,Vorrangstandorte für Windenergiegewinnung Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=5750cad9-27c9-4ad5-be64-e7780857534d,nicht bekannt,,d
,,x,,,,,,,,,,,,,,Fachkarte Service und Verwaltung Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=a1db20fb-7f68-48c6-bc05-1cf01f8fed62,nicht bekannt,,d
,,,,,x,,,,,,,,,,,Flurbereinigungsgebiete Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=ba3ace60-4d2e-4694-47f7-326b01ab6283,nicht bekannt,,d
,,,,,,,,,,x,,,,,,Moorschutzprogramm Neubewertung 1994 Niedersachsen,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=729bb0a6-edb8-49dd-8b72-b7017a2002ef,nicht bekannt,,d
,,,,,,,,,,x,,,,,,Moorschutzprogramm Teil I 1981 Niedersachsen,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=f8ba2e07-e068-436c-9049-2b75d1187e76,nicht bekannt,,d
,,,,,,,,,,x,,,,,,Versorgungsgebiet Sulinger Land Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=ba3ace60-4d2e-4694-47f7-326b01ab62197,nicht bekannt,,d
,,,,,x,,,,,,,,,,,Fachkarte Bebauungspläne Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=df0beffa-36c8-4f3a-9650-cc80ae91edec,nicht bekannt,,d
,,,,,,,,,,x,,,,,,Basisquartärkarte Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=06c66341-fd3a-442b-b2fa-74f88475e7e9,nicht bekannt,,d
,,x,,,,,,,,,,,,,,Luftbilder  2007/ 2008 Raster Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=ba3ace60-4d2e-4694-47f7-326b01ab6226,nicht bekannt,,d
,,,,,,x,,,,,,,,,,Radfernwege Einzelabschnitte Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=2257eb0b-befa-473b-aed0-2ade9fc4e690,nicht bekannt,,d
,,,,,x,,,,,,,,,,,DWL Eisenbahnstrecken Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=ba3ace60-4d2e-4694-47f7-326b01ab6247,nicht bekannt,,d
,,,,,,,,,,,,x,,,,DWL Verwaltungseinheiten Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=ba3ace60-4d2e-4694-47f7-326b01ab6255,nicht bekannt,,d
,,,,,x,,,,,,,,,,,Innen- und Außenbereichssatzungen - Rasterpläne - Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=84abfa34-427f-417d-a71c-2d509c568653,nicht bekannt,,d
,,,,,,,,,,x,,,,,,"Überschwemmungsgebiete (gesetzlich festgesetzt, Abgrenzungen 1900 - 1913) Landkreis Diepholz",http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=ba3ace60-4d2e-4694-47f7-326b01ab62184,nicht bekannt,,d
,,,,,,,,,,x,,,,,,Wasserwerke Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=ba3ace60-4d2e-4694-47f7-326b01ab62202,nicht bekannt,,d
,,,,,x,,,,,,,,,,,THW Standorte Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=cb07da30-4a30-4401-976a-953f072b3371,nicht bekannt,,d
,,,,,,,,,,x,,,,,,"Überschwemmungsgebiete (natürlich, Abgrenzungen 1900 - 1913) Landkreis Diepholz",http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=ba3ace60-4d2e-4694-47f7-326b01ab62186,nicht bekannt,,d
,,,,,,,,,,x,,,,,,Naturdenkmale (Punktdarstellung) Niedersachsen,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=98580d04-43b8-403b-ac67-652102b77713,nicht bekannt,,d
,,,,,x,,,,,,,,,,,Innen- und Außenbereichssatzungen Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=aea8a451-2a83-4f16-9b1d-c687a876b20c,nicht bekannt,,d
,,,,,,,,,,,,x,,,,Naturpark Dümmer Grenze bis 2011 Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=406c8277-7fe4-4e4d-a6a0-522095c483d2,nicht bekannt,,d
,,,,,,,,,,x,,,,,,Bohmte Biotope 28a b Landkreis Osnabrück,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=ba3ace60-4d2e-4694-47f7-326b01ab6259,nicht bekannt,,d
,,,,,,x,,,,,,,,,,Radrouten Fahrradleitsystem Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=ca019edf-4db7-41c5-b370-1c94484cbe85,nicht bekannt,,d
,,,,,,,,,,x,,,,,,Kreis Minden Lübbecke Vogelschutzgebiete Nordrhein- Westfalen,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=7ffb0703-3068-4b6b-bc4b-673a25182724,nicht bekannt,,d
,,,,,,,,,,,,x,,,,Landesgrenze Niedersachsen,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=ba3ace60-4d2e-4694-47f7-326b01ab6263,nicht bekannt,,d
,,,,,,,,,x,,,,,,,Strassen Niedersachsen,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=ba3ace60-4d2e-4694-47f7-326b01ab6266,nicht bekannt,,d
,,,,,,,,,,x,,,,,,Stemweder Berge Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=9b13c446-dc08-47fe-b3c9-77928a327bc2,nicht bekannt,,d
,,,,,,,,,x,,,,,,,Bushaltestellen Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=ba3ace60-4d2e-4694-47f7-326b01ab627,nicht bekannt,,d
,,,,,,,,,,,,x,,,,Landesgrenze Nordrhein-Westfalen,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=ba3ace60-4d2e-4694-47f7-326b01ab6268,nicht bekannt,,d
,,,,,,,,,,,,x,,,,Landkreisgrenzen Nordrhein-Westfalen,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=ba3ace60-4d2e-4694-47f7-326b01ab6269,nicht bekannt,,d
,,,,,x,,,,,,,,,,,Notarztstandorte Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=198d7fad-3384-427f-bfca-d6c7ba3cf246,nicht bekannt,,d
,,,,,,,,,,x,,,,,,Höhenmessung Dreieicksmoor Barnstorf,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=ba3ace60-4d2e-4694-47f7-326b01ab6277,nicht bekannt,,d
,,,,,,,,,,x,,,,,,Naturschutzgebiete Niedersachsen,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=8ed30b97-de70-47cf-a687-f8bdeb8b0d38,nicht bekannt,,d
,,x,,,,,,,,,,,,,,Amtliche Karte AK5 1:5000 Farbe Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=07deaf60-7b16-4cd2-aeef-dd5084e69208,nicht bekannt,,d
,,,,,,,,,,x,,,,,,Feldblöcke Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=ba3ace60-4d2e-4694-47f7-326b01ab6280,nicht bekannt,,d
,,,,,,,,,,x,,,,,,Abwasserabgabe 2003-2006 Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=ba3ace60-4d2e-4694-47f7-326b01ab62164,nicht bekannt,,d
,,,,,,,,,x,,,,,,,Bahntunnel Niedersachsen,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=60141623-7d1b-4600-88b4-874c3efb65f0,nicht bekannt,,d
,,,,,,,,,,x,,,,,,Kompensationsflächenverzeichnis Samtgemeinde Bruchhausen-Vilsen,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=0689e676-8d4b-4910-b40b-84357816ddcd,nicht bekannt,,d
,,,,,,,,,,x,,,,,,Kreiseigene Naturschutzflächen Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=b99da959-a131-473b-9d78-56cfcc4f3924,nicht bekannt,,d
,,,,,,,,,,,x,,,,,Fuchsbandwurm Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=ba3ace60-4d2e-4694-47f7-326b01ab62156,nicht bekannt,,d
,,,,,,,,,x,,,,,,,Bahntunnelportal Ende Niedersachsen,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=a0679619-1538-4e8d-a0c0-622c08b9acd4,nicht bekannt,,d
,,,,,,,,,,x,,,,,,Naturparke Deutschland,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=ba3ace60-4d2e-4694-47f7-326b01ab6276,nicht bekannt,,d
,,,,,,,,,,,,x,,,,Rathäuser Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=ba3ace60-4d2e-4694-47f7-326b01ab62117,nicht bekannt,,d
,,x,,,,,,,,,,,,,,UTM-Nummerierungsbezirke Niedersachsen,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=13b36751-29b0-4233-b779-92267676b0e3,nicht bekannt,,d
,,,,,,,,,,x,,,,,,Niederschlagswasserbeseitigung Einleitungsstellen Landkreis Diepholz (Nordkreis),http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=ba3ace60-4d2e-4694-47f7-326b01ab62162,nicht bekannt,,d
,,,,,,,,,,,,x,,,,Naturpark Dümmer Grenze Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=4a412f8d-2e0c-4db8-8d81-8389a3440ff4,nicht bekannt,,d
,,,,,,,,,,x,,,,,,Grundwasserentnahmebilanz Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=ba3ace60-4d2e-4694-47f7-326b01ab62174,nicht bekannt,,d
,,,,,x,,,,,,,,,,,Ortsfeuerwehren Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=f9bb1eca-150d-4545-84c7-41f01909e1bf,nicht bekannt,,d
,,,,,,,,,,,,x,,,, Kernzone Ochsenmoor (gesamtstaatl.-reprä. Gebiet) Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=ba3ace60-4d2e-4694-47f7-326b01ab6274,nicht bekannt,,d
,,,,,,,,,,x,,,,,,Moorschutzprogramm Teil II 1986 Niedersachsen,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=3108b445-5ff6-41c4-80ab-248aba09b16e,nicht bekannt,,d
,,,,,,,,,x,,,,,,,Straßennetz Gemeinde Weyhe,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=82d4db64-5254-477d-8097-ea8e2d3b2867,nicht bekannt,,d
,,,,,,,,,x,,,,,,, Bahnschutzwand Niedersachsen,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=a0b31643-4af2-4117-911f-4a03f776be3e,nicht bekannt,,d
,,,,,,,,,,x,,,,,,Sohlbauwerke Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=ba3ace60-4d2e-4694-47f7-326b01ab62180,nicht bekannt,,d
,,,,,,,,,x,,,,,,,Bahnbetriebsstelle Lage Niedersachsen,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=23e5d61a-2fa6-43a9-baa7-c7b5df978eaf,nicht bekannt,,d
,,,,,,,,,x,,,,,,,Bahnkilometrierungssprung Niedersachsen,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=e217b1dc-83a6-4954-8dde-2e7ad69bd79f,nicht bekannt,,d
,,,,,,,,,,x,,,,,,Nationalparke Niedersachsen,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=eedad417-27c6-4dd6-b600-336be46ce19d,nicht bekannt,,d
,,,,,,,,,x,,,,,,,Bahnübergänge Niedersachsen,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=43018230-a687-4ffd-8fc3-40e5dee8752e,nicht bekannt,,d
,,,,,,,,,,x,,,,,,Naturdenkmale (Liniendarstellung) Niedersachsen,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=c394a28a-f601-4db0-93a3-0a3865d3d13f,nicht bekannt,,d
,,,,,,,,,,x,,,,,,Grundwassermessstellen Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=ba3ace60-4d2e-4694-47f7-326b01ab62173,nicht bekannt,,d
,,,,,,,,,,x,,,,,,Naturparke Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=ba3ace60-4d2e-4694-47f7-326b01ab6294,nicht bekannt,,d
,,,,,,,,,x,,,,,,,Bahnschutzwandtür Niedersachsen,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=03bb08d8-100c-4c2a-bd38-720c9ce801b0,nicht bekannt,,d
,,,,,,,,,x,,,,,,,Bahntunnelportal Anfang Niedersachsen,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=ec7ddbbc-d860-4a28-9a9c-7a03e7b3cb3a,nicht bekannt,,d
,,,,,,,,,,x,,,,,,Moorschutzprogramm Abgrenzung Hochmoorkomplex 1981 Niedersachsen,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=e98cebd0-0df5-4d1e-9049-2588843c64d5,nicht bekannt,,d
,,x,,,,,,,,,,,,,,Digitales Geländemodell DGM25 Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=ba3ace60-4d2e-4694-44f7-326b01ab629,nicht bekannt,,d
,,,,,,,,,,,,x,,,,Gemarkungsgrenzen Sulingen  Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=ba3ace60-4d2e-4694-47f7-326b01ab62108,nicht bekannt,,d
,,,,,,x,,,,,,,,,,Reit- und Kutschwege Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=ba3ace60-4d2e-4694-47f7-326b01ab6217,nicht bekannt,,d
,,,,,,,,,,,,x,,,,Bundesländer Deutschland,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=ba3ace60-4d2e-4694-47f7-326b01ab6241,nicht bekannt,,d
,,,,,,,,,,x,,,,,,Naturdenkmale (Flächendarstellung) Niedersachsen,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=245888a6-5655-4a46-aa87-d0860f9b8578,nicht bekannt,,d
,,,,,,,,,,,,x,,,,Orte (Kommunalverwaltungssitze) Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=ba3ace60-4d2e-4694-47f7-326b01ab62114,nicht bekannt,,d
,,,,,,,,,,x,,,,,,Weserverlauf komplett,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=68bfe029-f0ec-4651-8f2d-e34a9d20258a,nicht bekannt,,d
,,,,,,,,,x,,,,,,,Geschwindigkeitsmessstellen Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=0d3d4269-ab86-4870-a8b8-b8ad278c2c4f,nicht bekannt,,d
,,,,,,,,,,x,,,,,,Kreis Minden Lübbecke FFH Gebiete Nordrhein- Westfalen,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=cf8d3669-a66c-469f-a5ed-9885b4704a5e,nicht bekannt,,d
,,,,,,,,,,,,x,,,,PLZ Bereiche Deutschland,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=ba3ace60-4d2e-4694-47f7-326b01ab6243,nicht bekannt,,d
,,x,,,,,,,,,,,,,,Geographische Namen Deutschland ,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=b40bfb51-1323-4503-b40e-6c8a89cb55ce,nicht bekannt,,d
,,x,,,,,,,,,,,,,,Grenzlinien von Gemeinden Deutschland ,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=c632125a-b155-4672-8e74-e81e38c4435f,nicht bekannt,,d
,,,,,,,,,,,,,,,x,Geodatenportal Niedersachsen,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=d057ec00-76b2-4092-b7c9-d536db733dd7,nicht bekannt,,d
,,,,,,,,,,x,,,,,,Versorgungsgebiet Lemförde Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=ba3ace60-4d2e-4694-47f7-326b01ab62191,nicht bekannt,,d
,,,,,,,,,,x,,,,,,Schilderstandorte Naturpark Dümmer Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=01bfbbb3-79f0-42ba-b33b-dc3ae0f69a14,nicht bekannt,,d
,,,,,,,,,,,,x,,,,Staatsgrenze Deutschland,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=7feaffb6-0b4d-46f3-ab5d-1569ca4302ce,nicht bekannt,,d
,,,,,,,,,x,,,,,,,Landstrassen Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=2a05e8e2-bde7-4c04-8328-b00e61fdb4a5,nicht bekannt,,d
,,,,,,,,,,,x,,,,,Einzelhandelsbetriebe Gemeinde Stuhr,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=db21c265-0e8a-4331-9363-bc56b07ea9c5,nicht bekannt,,d
,,,,,,,,,,,,x,,,,Verwaltungsgrenzen Bundesländer Deutschland,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=2903a2d8-c66d-4976-a93e-b064691b6b7c,nicht bekannt,,d
,,,,,,,,,,x,,,,,,Grünlandschutzprogramm Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=ba3ace60-4d2e-4694-47f7-326b01ab6286,nicht bekannt,,d
,,,,,,,,,,,,x,,,,Verwaltungsgrenzen Regierungsbezirke Deutschland,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=33bd453d-d6a2-43f7-90b0-97b9e0827259,nicht bekannt,,d
